idnew	nuc.diversity.within	hap.diversity.within	Pi	Tajima.D	n.segregating.sites	Rozas.R_2	Fu.Li.F	Fu.Li.D	Fu.F_S	Strobeck.S	alnlength	size	class	subclass	cls.per	ids	pairs	branchlength	edpSel	pdpSel	pSelCls	exp.avg	exp.dev	ogtype	araport11	expression.strength	tissue.bias	pathogen.induction
115.1	0.00233166208420939	0.905660377358491	0.00233166208420939	-0.971090322097859	41	0.0738105896201457	-1.15783995692975	-1.0255832719672	-8.15157257458277	0.999910840309454	2748	54	CNL	CN	84.48	0	1	0.00353339	34	7	2	16.52	18.65	core	AT1G58390.1	20	Leaf	–
116.1	0.0053915852289836	0.863973063973064	0.0053915852289836	-0.487157988024424	18	0.0891404048668343	-0.488978987473148	-0.409596944385764	-3.12854156681305	0.981422658946354	615	55	RNL	R	91.53	0	0	0.00028615	0	0	1	0.02	0.13	core	NA	NA	NA	NA
117.1	0.00484386588439441	0.574660633484163	0.00484386588439441	-2.88495423292463	302	0.126435077129848	-6.53733986456291	-7.24151309604644	11.989818969923	3.1342690793675e-05	2778	52	RNL	RNX	0.00	50	0	0.00661698	13	5	2	15.98	6.80	core	AT5G66630.1	100	Root	–
1.18	0.0456099456099456	0.972222222222222	0.0456099456099456	-0.433723839984491	580	0.12252605343078	-0.355843343049168	-0.523087407181553	4.37646579604719	0.165880321010354	4290	9	TNL	TNL	7.69	0	0	0.0215348	18	5	2	81	30.61	cloud	NA	NA	NA	NA
11.8	0.0105452674897119	0.833333333333333	0.0105452674897119	-0.367491086597953	13	0.289172912016409	0.170166751431238	-0.367491086597953	1.9991664937236	0.531050765807755	648	5	TNL	T	0.00	0	0	0.00323057	0	1	2	0	0.00	cloud	NA	NA	NA	NA
118.1	0.0140980530143092	0.918367346938776	0.0140980530143092	0.336175654844674	40	0.118414258824875	-0.280319335675271	-0.607984113038939	0.321130468732066	0.549686336500543	696	50	TNL	T	90.74	0	0	0.00123776	0	1	2	1.08	2.00	shell	NA	NA	NA	NA
119.1	0.000942434385134174	0.624434389140271	0.000942434385134174	-1.3675994062665	12	0.0567211508099095	-1.48255019436256	-1.25084972346066	-3.43515700069505	0.989144092379137	1506	52	TNL	T	1.79	0	0	0.00459781	4	0	1	0	0.00	core	NA	NA	NA	NA
120.1	0.0064620096735713	0.94267053701016	0.0064620096735713	-1.01482748803713	156	0.0798511766247061	-1.47949214143416	-1.44111598181454	2.07970181808174	0.178069080990127	3807	53	TNL	TNL	66.67	0	3	0.00361029	22	2	2	80.75	18.99	core	AT5G44870.1	100	Leaf	–
1.21	0.0209743768704462	1	0.0209743768704462	-0.5689730834499	394	0.103418940486044	-0.702019307534096	-0.73629055055374	-1.944317994197	1	4503	22	TNL	TNL	23.08	0	0	0.0110214	24	7	2	90.23	6.62	shell	NA	NA	NA	NA
12.1	0.00381699346405229	0.666666666666667	0.00381699346405229	-2.02058195240642	47	0.259462053711194	-2.28160247517821	-2.4253465325654	3.55471116830797	0.112975309575106	2550	10	CNL	CN	7.14	0	0	0.00136147	0	0	1	17.7	1.70	cloud	NA	NA	NA	NA
12.11	0.00374862183020948	1	0.00374862183020948	0.0881480601560115	21	0.137436854187255	0.396974311554786	0.0881480601560119	-0.311985274631166	1	2721	5	CNL	CN	11.11	0	0	0.00163586	0	0	1	17.6	3.13	cloud	NA	NA	NA	NA
121.1	0.00172625728181284	0.774410774410774	0.00172625728181284	-1.81393273121034	19	0.0444288969264797	-1.26011330145565	-0.701125885073537	-5.34975357579103	0.998579887961055	1008	55	TNL	T	0.00	0	0	0.000199589	0	0	1	44.8	14.01	core	NA	NA	NA	NA
1.22	0.0278210959497509	0.933333333333333	0.0278210959497509	-1.1747717595788	422	0.102436905953172	-1.10312690463623	-1.19607107886207	5.37942510303706	0.0500619870768309	4104	10	TNL	TNL	21.43	0	0	0.0135471	13	1	2	95.2	1.99	cloud	NA	NA	NA	NA
12.2	0.00289788671897371	0.910526315789474	0.00289788671897371	-2.13761836844977	60	0.133107293392678	-2.96592826304679	-2.95229046966442	-0.886546153177043	0.849902477263676	2757	20	CNL	CN	0.00	0	0	0.0038377	4	0	1	18.3	5.15	shell	NA	NA	NA	NA
122.1	0.0100756527067467	0.752620545073375	0.0100756527067467	1.39492647696821	46	0.15174694871412	0.822994721367722	0.247162169566541	5.23751158062184	0.0128036072830824	1413	54	TNL	TN	91.38	0	0	0.00317804	4	0	1	88.67	17.58	core	AT1G72900.1	1000	Leaf+Root	–
1.23	0.0389621259677757	1	0.0389621259677757	-0.205206298567613	439	0.129432480287075	0.0725739563201922	-0.186125730667418	2.48836931175958	1	4779	6	TNL	TNL	0.00	0	0	0.0210318	5	1	2	94.67	2.73	cloud	NA	NA	NA	NA
12.3	0.0174065987384765	1	0.0174065987384765	-0.701568033077918	94	0.345370546799885	-0.0885211776177548	-0.701568033077918	2.03793117049054	1	2748	4	CNL	CN	12.50	0	0	0.0120792	0	1	2	17.5	1.73	cloud	NA	NA	NA	NA
123.1	0.00895016932752782	0.793178519593614	0.00895016932752782	-2.15619282643907	105	0.0531911438792618	-3.09885053804304	-2.95094450922329	1.81267442788821	0.228298631647842	1008	53	TNL	T	87.72	0	0	0.00348925	5	1	2	0.55	0.77	core	NA	NA	NA	NA
12.4	0.0226598589837102	0.955555555555556	0.0226598589837102	-2.02106039088286	295	0.180116609566111	-2.27193888375276	-2.41410636468432	3.79242791337556	0.135086637709575	2742	10	NL	N	64.29	0	0	0.00714747	6	0	1	14.9	5.49	cloud	NA	NA	NA	NA
124.1	0.00220662663611894	0.708272859216255	0.00220662663611894	0.937420616288336	9	0.143502609248443	-0.125763664130681	-0.653508851608513	1.46046553575239	0.333542917163268	1203	53	TNL	TX	0.00	43	0	0.00185969	5	2	2	24.11	10.70	core	AT2G32140.1	100	Leaf+Root	–
12.5	0.049493840712282	0.933333333333333	0.049493840712282	0.446699104963645	289	0.223260747958653	0.601991730245662	0.335906031481222	5.45745486209811	0.103644950079541	2733	6	NL	N	30.00	0	0	0.0236426	0	0	1	10.67	9.05	cloud	NA	NA	NA	NA
125.1	0.00149555120843062	0.939767779390421	0.00149555120843062	-1.75146059432729	39	0.0512289967400434	-3.38939619513396	-3.57062465364558	-19.3401085939904	0.999999999389856	2760	53	TNL	TNL	71.93	0	0	0.000354631	1	2	2	2.04	1.70	core	AT3G04220.3	100	Root	–
126.1	0.0276710040725048	0.928156748911466	0.0276710040725048	0.86574786353543	105	0.133417710131882	0.327249661075106	-0.1290186037649	3.88915897315053	0.0396953546980482	1041	53	NL	N	8.77	0	0	0.00134749	0	3	2	41.08	25.97	core	NA	NA	NA	NA
1.27	0.0188571281018411	0.996923076923077	0.0188571281018411	-0.839824801255027	543	0.0886852957669863	-1.01068513827284	-0.976937157965894	-1.03185952229345	0.932509056482011	5958	26	TNL	TNL	26.67	1	0	0.0194696	78	65	2	83.35	26.28	shell	NA	NA	NA	NA
12.7	0.0122346195567953	0.977777777777778	0.0122346195567953	-1.11565004899575	128	0.107434035857671	-0.898988342923435	-0.949286011621666	0.853080353016976	0.692781577005371	2868	10	NL	N	71.43	0	0	0.00659024	8	0	1	3.3	5.12	cloud	NA	NA	NA	NA
127.1	0.0275433472498462	0.920335429769392	0.0275433472498462	-0.805778893298961	416	0.0838654015463439	-0.0601424193202833	0.39293665683379	19.3300747619279	2.26208163792467e-08	2574	54	CNL	CNL	0.00	0	0	0.0022967	4	0	1	73.94	31.05	core	AT1G15890.1	20	Leaf+Root	–
12.8	0.00388161086851043	1	0.00388161086851043	-0.705971211066265	21	0.312662152437972	-0.0986541000350393	-0.705971211066264	0.409287099888222	1	2748	4	CNL	CN	25.00	0	0	0.0016926	0	0	1	10.25	12.18	cloud	NA	NA	NA	NA
128.1	0.0287813803322303	0.909013605442177	0.0287813803322303	0.00153399998900654	553	0.108203570807813	-1.73196617822811	-2.42954300398842	28.7994258735135	3.07672077580445e-12	4311	49	TNL	TNL	84.91	2	0	0.00854972	23	0	1	53.02	19.31	shell	NA	NA	NA	NA
129.1	0.00995650205483392	0.706636500754148	0.00995650205483392	0.42213126872402	24	0.118916393135877	-0.676781537895075	-1.16485506518048	0.286244101934284	0.567955620606333	603	52	RNL	R	75.00	0	0	0.00051001	0	0	1	0	0.00	core	NA	NA	NA	NA
130.1	0.0543155510067275	0.975867269984917	0.0543155510067275	2.31317144302164	756	0.17923310629564	2.02377640864162	1.27854950353069	20.9323344666285	6.27735467194486e-09	5040	52	CNL	CNLX	71.43	33	38	0.00540804	17	0	1	38.46	28.73	core	AT5G17890.1	100	Leaf+Root	NaN
13.1	0.000162087689439987	0.222222222222222	0.000162087689439987	-1.08822734260014	1	8.88888888888889	-1.09286307085388	-1.18990462469604	-0.263475946781515	0.907028912128731	1371	9	TNL	TN	69.23	0	5	4.86667e-05	0	0	1	4.22	2.33	cloud	NA	NA	NA	NA
13.10	0.000182348650619985	0.25	0.000182348650619985	-1.05481910706237	1	7.875	-0.992914324788826	-1.12638803260688	-0.181966090194536	0.898880710905052	1371	8	TNL	TN	58.33	0	6	5.61538e-05	0	0	1	4	5.15	cloud	NA	NA	NA	NA
131.1	0.000691694588283074	0.397108843537415	0.000691694588283074	-1.89023471558473	8	0.0437699369252009	-2.45203635414823	-2.25112010743455	-5.76443741101624	0.99941064335856	804	49	TNL	T	90.57	0	0	0.000758074	0	1	2	7.88	5.60	shell	AT5G44910.1	100	Root	–
132.1	0.00387907972177635	0.800170068027211	0.00387907972177635	-2.19670402194798	39	0.0680740200927196	-3.79494657353189	-3.85831688070015	-5.97118681727259	0.999197731098049	801	49	TNL	T	84.91	0	0	0.000653747	0	0	1	4.65	3.48	shell	AT5G44920.1	100	Root	–
133.1	0.00505027661182676	0.772959183673469	0.00505027661182676	-0.404075878794908	86	0.0971364248593072	-0.716419116773819	-0.773061106672605	5.17529422036773	0.0136129214614251	3384	49	TNL	TNL	73.58	0	0	0.000908589	8	6	2	93.39	22.01	shell	NA	NA	NA	NA
134.11	0.00390526581002771	0.944444444444444	0.00390526581002771	-1.31994701510347	38	0.106564807860479	-1.23798339076439	-1.36500675960576	0.350881784847965	0.725831456914911	2646	9	CNL	CNL	69.23	0	0	0.00147607	0	1	2	24.11	10.39	cloud	NA	NA	NA	NA
134.4	0.0119626696832579	0.591666666666667	0.0119626696832579	1.97917610923184	72	0.217941835504784	1.88832083313912	1.48232537600782	18.7536421474064	1.89592110341209e-07	2652	17	NL	NL	61.90	0	0	0.0103755	1	1	2	9.06	6.49	shell	NA	NA	NA	NA
134.5	0.0141220923367576	1	0.0141220923367576	-0.136896119353501	93	0.174906721860501	0.217315307383244	-0.00445500025196095	0.836103869558799	1	2823	6	CNL	CNL	50.00	0	0	0.00898356	0	0	1	19.83	8.47	cloud	NA	NA	NA	NA
134.8	0.00901537698412698	1	0.00901537698412698	-0.742622947771011	78	0.112025900317924	-0.328186356811715	-0.416232689458328	-0.521215862831075	1	2880	8	CNL	CN	66.67	0	0	0.00720931	1	0	1	12.25	10.44	cloud	NA	NA	NA	NA
13.5	0.101923400673401	0.918181818181818	0.101923400673401	3.24625446561822	341	0.213656859025876	2.53334177472582	1.43797904264577	32.7478165231128	7.86552818624395e-14	1440	45	TNL	TN	89.80	0	41	0.00554478	6	2	2	0.56	1.08	shell	AT1G72850.1	20	Root	–
135.1	0.00601211847077338	0.871794871794872	0.00601211847077338	-1.33416362589576	72	0.136642658576032	-1.93594279612367	-2.11289882475392	4.07681333219996	0.0653919301959801	2721	13	NL	N	0.00	0	0	0.00347426	3	0	1	10.54	7.33	shell	NA	NA	NA	NA
135.10	0.00283085633404105	0.7	0.00283085633404105	-1.19266538826417	10	0.35213633723318	-0.754674363104736	-1.19266538826417	1.87180217690159	0.466666666666667	1413	5	NL	N	0.00	0	0	0.001022	0	0	1	14.4	8.85	cloud	NA	NA	NA	NA
135.11	0.000806126561870214	0.833333333333333	0.000806126561870214	-0.780122993791063	4	0.306186217847897	-0.180131206421679	-0.780122993791061	0.133531392624523	0.866666666666667	2481	4	NL	N	0.00	0	0	0.0003326	0	0	1	13.25	6.29	cloud	NA	NA	NA	NA
135.13	0.0619339571904916	0.933333333333333	0.0619339571904916	2.10711248438829	331	0.278370025672689	1.84889387969729	1.52328261696411	6.13310969039089	0.0744952947803553	3099	6	NL	N	30.00	0	0	0.0216733	3	0	1	16.17	3.92	cloud	NA	NA	NA	NA
135.2	0.00431386265594031	0.833333333333333	0.00431386265594031	1.94584718617106	19	0.299404353787298	2.0817767566017	1.94584718617106	2.97985526426028	0.359795247724975	2859	4	NL	N	12.50	0	0	0.0028184	0	0	1	8.5	8.39	cloud	NA	NA	NA	NA
136.1	0.0047389003910743	0.614492753623188	0.0047389003910743	-1.22593441382639	25	0.0783774976387092	-1.89157649031577	-1.86804468822586	0.885609338296166	0.448476345860872	756	46	TNL	T	90.00	0	3	0.00125492	2	1	2	0	0.00	shell	AT5G44900.1	20	Root	–
13.7	0	0	0	NA	NA	NA	NA	NA	NA	NA	1371	5	TNL	TN	55.56	0	4	0	0	0	1	8.4	9.56	cloud	NA	NA	NA	NA
137.1	0.00420369357769037	0.936326530612245	0.00420369357769037	-1.79419018305938	131	0.0624508244064034	-4.26362397808108	-4.76849586226381	-3.00542907051832	0.976095358996546	3471	50	TNL	TNL	87.04	0	0	0.00199505	25	7	2	72.92	11.49	shell	AT1G56510.1	100	Leaf	–
138.1	0.0127849972786363	0.987049028677151	0.0127849972786363	-1.71500713889122	354	0.0629495235064158	-3.66231775868825	-4.00313722976775	-3.47612086237909	0.98748093266496	3333	47	TNL	TNL	88.24	0	0	0.00430266	17	8	2	40.19	20.45	shell	AT5G41550.1	20	Root	–
139.1	0.0948865334247394	0.920816326530612	0.0948865334247394	3.44200085000128	253	0.216246508351114	2.67435687548709	1.48289540522928	27.2317776856029	1.31632684435205e-11	1161	50	NL	N	9.26	0	0	0.00337049	1	0	1	64.66	17.53	shell	AT5G45490.1	100	Root	–
140.1	0.00560815563284049	0.922705314009662	0.00560815563284049	-2.18081158447929	242	0.0785985745059803	-3.86513975401985	-3.99160114358952	2.68754568638773	0.114376858807698	3963	46	TNL	TNL	84.00	0	11	0.00596262	32	5	2	40.91	16.06	shell	AT1G56520.2	20	Leaf	–
14.1	0.00561570085319803	0.896341463414634	0.00561570085319803	-1.98795251002206	152	0.0561029681648988	-3.80919869133256	-4.02419075953214	0.752100876977236	0.449286258795944	2913	41	CNL	CN	0.00	0	0	0.00150068	8	0	1	38.78	14.33	shell	NA	NA	NA	NA
141.1	0.00984664822739683	0.977836879432624	0.00984664822739682	-1.55078326118445	242	0.0788457296971744	-2.71120221797373	-2.80169172785474	-1.07438944543643	0.836566009603611	3177	48	TNL	TL	86.54	0	0	0.00239973	14	3	2	8.67	4.05	shell	NA	NA	NA	NA
14.2	0.00529867190246328	0.948616600790514	0.00529867190246328	-2.26427561003148	124	0.110943656310681	-3.53909649031408	-3.59568425356725	-0.247785441071863	0.73145495914061	2766	23	NL	N	0.00	0	0	0.00502423	3	1	2	4.26	11.29	shell	NA	NA	NA	NA
142.1	0.0133439091772425	0.973737373737374	0.0133439091772425	0.337557903002572	200	0.121550122175158	0.582044249092915	0.539310292968543	2.95549747598428	0.0937901423745266	3744	45	TNL	TNL	89.80	0	0	0.00527422	16	8	2	13.31	7.59	shell	NA	NA	NA	NA
14.3	0.00121359223300971	0.857142857142857	0.00121359223300971	0.529287180181876	7	0.188982236504614	0.664625678113046	0.506616474903796	-0.284948229702407	0.833258928571428	2472	8	CNL	CN	0.00	0	0	0.000223154	0	0	1	18	16.98	cloud	NA	NA	NA	NA
143.1	0.00203178740813149	0.953535353535354	0.00203178740813149	-2.6069014650033	132	0.0681918336886247	-4.89023401301252	-5.12021401638367	-6.04446097558999	0.999184197251557	4185	45	TNL	TNL	79.59	7	0	0.00129394	9	0	1	88.67	15.46	shell	AT5G40910.1	100	Leaf+Root	–
14.4	0.000382262996941896	0.833333333333333	0.000382262996941896	-0.709896167879475	2	0.25	-0.151066890532825	-0.709896167879472	-0.887303195000903	0.958333333333333	2616	4	CNL	CN	0.00	0	0	0.0011262	0	0	1	27.25	19.91	cloud	NA	NA	NA	NA
144.1	0.00844020207908287	0.710992907801418	0.00844020207908287	-2.64454162780851	66	0.121346094488352	-5.75062443213306	-6.24480200862981	-0.220357915962088	0.701896358554457	438	48	TNL	T	88.46	0	2	0.00234023	0	1	2	0.69	0.47	shell	NA	NA	NA	NA
145.1	0.00626351398479459	0.944927536231884	0.00626351398479459	-2.48859510902655	140	0.0964920369267229	-5.21129618356388	-5.62854808294953	-8.52918638973237	0.999944294804709	1593	46	TNL	TN	74.00	0	0	0.00125117	1	3	2	90.65	19.54	shell	AT3G04210.1	1000	Leaf	–
146.1	0.020990500078013	0.976811594202899	0.020990500078013	0.982452938660474	119	0.140560002220001	0.672400517024722	0.279341636678295	-1.048598897983	0.835849366312228	1641	46	TNL	TN	0.00	0	0	0.0018472	2	6	2	30.74	9.75	shell	AT1G66090.1	100	Leaf	–
147.1	0.00568305519319869	0.89323467230444	0.00568305519319869	-2.8945332645713	402	0.121219938606573	-6.17760283638659	-6.7080033047044	4.64459605986585	0.0221772092866372	3525	44	TNL	TN	89.58	0	33	0.00241739	3	0	1	0	0.00	shell	NA	NA	NA	NA
148.1	0.0138329462264428	0.841437632135307	0.0138329462264428	-2.47540670821059	432	0.0391574830457683	-1.80214997863674	-1.01259858080833	8.46298763896704	0.000696900802656851	2373	44	TNL	TNL	91.67	0	33	0.00328986	8	0	1	0	0.00	shell	NA	NA	NA	NA
149.1	0.00198906282303661	0.956560283687943	0.00198906282303661	-2.50942208657136	94	0.0567921454325389	-5.15797600384498	-5.53742812925805	-12.547584314575	0.999999235916269	3156	48	TNL	TNL	69.23	0	0	0.000593118	3	2	2	1.75	1.90	shell	NA	NA	NA	NA
