idnew alnlength idold status use NLRs majorclass majorsubclass pairs putpairs IDs paralogs_ogold nuc.diversity.within hap.diversity.within Pi Tajima.D n.segregating.sites Rozas.R_2 Fu.Li.F Fu.Li.D Fu.F_S Strobeck.S
122.2 1119 122 orthogroup 1 20 TNL TN 0 0 0 complex 0.0100559163059163 1 0.0100559163059163 -0.69534314973257 73 0.131010247986403 -0.083795906277297 -0.695343149732569 1.77481383390668 1
122.3 1095 122 orthogroup 1 21 TNL T 0 0 0 complex 0.0036033456228896 0.769230769230769 0.0036033456228896 -1.7691210732887 53 0.163387009233245 -2.2513619257887 -2.31606189766942 1.53647928011676 0.3674722281433
122.5 1089 122 orthogroup 1 5 TNL TN 0 0 0 complex 0.045652706343375 1 0.045652706343375 0.271631261302903 375 0.156399488490212 0.58201593155079 0.271631261302902 2.90656548650261 1
12.3 2721 12 orthogroup 1 4 CNL CN 0 0 0 complex 0.00601224431474703 0.893939393939394 0.00601224431474703 -1.66248539468071 78 0.143460442772003 -1.91806079790825 -1.99289713785553 2.10731837428453 0.285047710221817
123.1 1011 123 orthogroup 1 52 TNL T 0 0 0 none 0.00434889133896852 1 0.00434889133896852 -0.142706153249577 22 0.19532383461142 0.367610385486497 -0.142706153249577 0.528957165280158 1
12.4 2748 12 orthogroup 1 9 CNL CN 0 0 0 complex 0.0125748018761119 0.944444444444444 0.0125748018761119 -0.362113832206347 101 0.199008198214417 -0.39748279236415 -0.601854302164403 2.97859862750478 0.222516540314466
124.1 1203 124 orthogroup 1 48 TNL TX 0 0 43 none 0.0225869195234622 0.955555555555556 0.0225869195234622 -2.02051640991725 294 0.180240481259856 -2.27130048652977 -2.41347031965215 3.78434357902461 0.135751420840763
12.5 2742 12 orthogroup 1 10 NL N 0 0 0 complex 0.029028379028379 1 0.029028379028379 -0.853103289188615 468 0.0987100744290842 -0.769304219572088 -0.845831428582493 0.688486746147234 1
125.1 2760 125 orthogroup 1 53 TNL TNL 0 0 0 none 0.0500304915233565 0.933333333333333 0.0500304915233565 0.449891096964647 292 0.223256299679619 0.605060996242578 0.339103267258377 5.47816195104211 0.102606059639127
1.26 4536 1 orthogroup 1 11 TNL TNL 0 0 0 both 0.0468920851206998 1 0.0468920851206998 0.0214472921424974 340 0.107139807677077 0.533047572893484 0.0214472921424978 3.42324494698027 1
12.6 2733 12 orthogroup 1 6 NL N 0 0 0 complex 0.0362671660424469 1 0.0362671660424469 -0.6479747137857 427 0.116674078790711 -0.523870606517437 -0.713326628762582 1.56691246458876 1
126.1 1044 126 orthogroup 1 53 NL N 0 0 0 none 0.00220762634555738 0.933333333333333 0.00220762634555738 -1.25108860013719 23 0.203317373117253 -0.946594065814453 -1.25732280313296 0.461121805360944 0.78552915560526
1.27 3963 1 orthogroup 1 4 TNL TNL 0 0 0 both 0.0171711474587955 0.972222222222222 0.0171711474587955 -0.758513278467751 97 0.126651456973058 -0.419954781225896 -0.488440961812527 1.03060575965031 0.662295770626646
127.1 2574 127 orthogroup 1 55 CNL CNL 0 0 0 none 0.000162087689439987 0.222222222222222 0.000162087689439987 -1.08822734260014 1 8.88888888888889 -1.09286307085388 -1.18990462469604 -0.263475946781515 0.907028912128731
1.28 4005 1 orthogroup 1 8 TNL TNL 0 0 0 both 0.0811167455149812 0.918840579710145 0.0811167455149812 2.42398745789735 311 0.185723915104928 1.38894105362168 0.371914100724293 29.1988379099087 2.26614085886448e-12
12.8 3654 12 orthogroup 1 6 CNL CN 0 0 0 complex 0.026152556207201 1 0.026152556207201 -0.76076787417703 494 0.104277347727151 -0.686780453653184 -0.708676072033492 0.0246325894242149 1
128.1 4350 128 orthogroup 1 51 TNL TNL 0 0 2 none 0.000364697301239971 0.5 0.000364697301239971 -0.612372435695797 1 3.75 -0.119678388469542 -0.612372435695794 0.171850256926659 0.876190476190476
12.9 1773 12 orthogroup 1 9 NL N 0 0 0 complex 0.0361856108982546 0.933333333333333 0.0361856108982546 0.326619652475604 308 0.196794942933726 0.464373785665576 0.18411252730631 5.54627518349349 0.0992593387634971
129.1 603 129 orthogroup 1 52 RNL R 0 0 0 none 0.00808313186480828 0.916073968705548 0.00808313186480828 -1.85923201270844 197 0.0696534146869223 -3.52302169534078 -3.71671043330132 1.43306830369869 0.302771696905974
1.3 4410 1 orthogroup 1 19 TNL TNL 0 0 0 both 0.0144221764375351 0.941520467836257 0.0144221764375351 0.612002328533374 74 0.155671687911125 0.852584048975707 0.729807096138514 1.63591472996194 0.325620032070197
130.1 5097 130 orthogroup 1 54 CNL CNLX 23 17 33 none 0.000539374325782093 0.666666666666667 0.000539374325782093 NA 2 0.471404520791032 NA NA 1.06087196068526 0.771428571428572
13.1 1371 13 orthogroup 1 9 TNL TN 0 5 0 complex 0.000382262996941896 0.833333333333333 0.000382262996941896 -0.709896167879475 2 0.25 -0.151066890532825 -0.709896167879472 -0.887303195000903 0.958333333333333
131.1 804 131 orthogroup 1 47 TNL T 0 0 0 none 0.0299454724233485 0.972222222222222 0.0299454724233485 0.223553813836691 291 0.161243375581404 0.486523153563345 0.353299784950868 3.33294925972867 0.269849707755703
13.2 1449 13 orthogroup 1 46 TNL TN 0 42 0 complex 0.0275462962962963 1 0.0275462962962963 0.0466708078223026 181 0.134780808192285 0.552674087269616 0.0466708078223029 2.78662404963274 1
132.1 801 132 orthogroup 1 49 TNL T 0 0 0 none 0.028886667344426 0.992753623188406 0.028886667344426 -0.651767563430613 495 0.102897090821946 -0.0728954104953259 0.141260353648494 0.512481147759417 0.659102994250399
1.33 4941 1 orthogroup 1 14 TNL TNL 0 0 0 both 0.0197509578544061 0.933333333333333 0.0197509578544061 0.681828481077713 142 0.205998588484332 1.07048726575593 0.911313240551121 4.17677024516454 0.191548243232053
13.3 1371 13 orthogroup 1 4 TNL TN 0 3 0 complex 0.0181658441752654 0.991666666666667 0.0181658441752654 -0.677331777827952 318 0.10412923394242 -0.714971532988974 -0.750583396776416 0.467715399152055 0.752257935790615
133.2 3384 133 orthogroup 1 43 TNL TNL 0 0 0 complex 0.0145594106268264 0.642857142857143 0.0145594106268264 -1.88766087551167 200 0.162376694779925 -1.86467253422106 -2.07038625266389 10.6394384039394 0.000635737775427183
133.3 3522 133 orthogroup 1 4 TNL TNL 0 0 1 complex 0.011439654831176 1 0.011439654831176 -1.54336912342551 183 0.0903322776348364 -1.35413790158948 -1.59891239080911 0.812323279038299 1
1.34 3915 1 orthogroup 1 6 TNL TNL 0 0 0 both 0.00272508122838277 0.857142857142857 0.00272508122838277 -0.839694393134535 32 0.164574183849703 -0.545382293320245 -0.734786918486318 1.89227642368984 0.416221590314631
134.11 2688 134 orthogroup 1 4 NL N 0 0 0 both 0.0224185068349106 0.933333333333333 0.0224185068349106 -0.8088996214931 278 0.126263092023886 -0.562187176436562 -0.86913419254531 5.00236292672616 0.129208760636209
134.13 2628 134 orthogroup 1 5 CNL CNL 0 0 0 both 0.00808796506474696 0.955882352941177 0.00808796506474696 -0.397238304093179 164 0.114358073353894 -0.35091892945024 -0.38995702339595 2.38369481938152 0.225550483629351
134.15 2040 134 orthogroup 1 8 CNL CNL 0 0 0 both 0.0106005814365738 1 0.0106005814365738 -0.70866564414621 98 0.194404567749494 -0.0944885456480275 -0.70866564414621 2.08040759483826 1
134.3 2628 134 orthogroup 1 5 NL CNL 0 0 0 both 0.00109580211103054 0.952380952380952 0.00109580211103054 -0.629911967465126 9 0.138781767710095 -0.415045226745218 -0.613333844160199 -2.05931879321294 0.984888482870457
134.6 2106 134 orthogroup 1 9 NL NL 0 0 0 both 0.00315848843767625 0.6 0.00315848843767625 -1.51027262929752 28 0.356944389299165 -1.21634776962059 -1.54972952724143 4.62596062572651 0.0807046753739309
135.1 2721 135 orthogroup 1 9 NL N 0 0 0 both 0.00166606381462848 0.78494623655914 0.00166606381462848 -2.47180182609654 58 0.100129772106499 -4.6151409680334 -4.83308184308664 -0.923279628561614 0.837644729052502
135.10 2502 135 orthogroup 1 3 NL N 0 0 0 both 0.00082389289392379 0.872727272727273 0.00082389289392379 -1.26449153679548 10 0.107195657985336 -1.50251469291215 -1.62987669017417 -2.31064671041349 0.97764344270482
135.12 3537 135 orthogroup 1 7 NL TNL 0 1 0 both 0.00431791377276897 0.978205128205128 0.00431791377276897 -1.83688350740424 129 0.053799776769905 -1.13133248098185 -0.520295476381043 -5.3391553907211 0.998369766348587
135.5 1416 135 orthogroup 1 6 NL N 0 0 0 both 0.00153899510122686 0.727272727272727 0.00153899510122686 -1.15676753639786 22 0.146262330005502 -0.849044553143758 -0.797109120238973 2.41803142989304 0.228748134705902
135.9 2634 135 orthogroup 1 10 NL N 0 0 0 both 0.000194154915184958 0.607142857142857 0.000194154915184958 -0.447939441110269 2 0.197036397238517 -0.105411873486912 -0.14931384092843 -0.477600874962875 0.885519951361347
137.1 3474 137 orthogroup 1 50 TNL TNL 0 0 0 none 0.0127369280803492 0.881201956673655 0.0127369280803492 -1.90215429101019 520 0.0523094394931038 -0.523602763331215 0.458632331372928 14.3665186135503 2.48456395082743e-06
138.1 3333 138 orthogroup 1 47 TNL TNL 0 0 0 none 0.00441176470588235 0.9 0.00441176470588235 1.38400136936913 38 0.254488787447086 1.58082042354869 1.38400136936913 2.9050824070282 0.351933622831054
139.1 1161 139 orthogroup 1 50 NL N 0 0 0 none 0.00478999625514562 0.965860597439545 0.00478999625514561 -0.574956383544395 119 0.0950527638610252 -0.508338475046569 -0.410603404528489 -0.236281810617644 0.692930013124936
1.4 5145 1 orthogroup 1 15 TNL TNL 0 0 1 both 0.0574900079936051 1 0.0574900079936051 -0.109003975992342 760 0.267386421897146 0.233824621396102 -0.109003975992344 3.57268288998834 1
140.1 3990 140 orthogroup 1 46 TNL TNL 0 11 0 complex 0.0053527025258474 1 0.0053527025258474 -1.43017579256228 80 0.342123931817437 -1.13161140339825 -1.45664946006987 0.391482968596097 1
14.1 2916 14 orthogroup 1 38 CNL CN 0 0 0 complex 0.00120325042443422 0.952380952380952 0.00120325042443423 -0.29994224203556 18 0.147081382263679 -0.0741331715874301 -0.269250695295058 -0.49834383826898 0.906000386771636
141.1 3168 141 orthogroup 1 48 TNL TL 0 0 0 none 0.00377617881637515 0.960841613091759 0.00377617881637515 -2.35268830457651 226 0.0517378426757851 -5.57091904592856 -6.27471140243414 -3.82104700935542 0.989467817687593
142.1 3741 142 orthogroup 1 45 TNL TNL 0 0 0 none 0.00426680599094392 0.924242424242424 0.00426680599094392 -1.02554642620042 9 0.10885957202338 -1.12224707068256 -1.19243396704711 -3.60493917512763 0.995008371360795
14.3 1686 14 orthogroup 1 19 NL N 0 0 0 complex 0.00364195191781399 0.626373626373626 0.00364195191781399 0.0273710948457502 6 0.152677951795284 0.595784121915293 0.654147598416604 1.06306838757652 0.51266707077135
143.1 4194 143 orthogroup 1 45 TNL TNL 0 0 7 none 0.00279689719217743 0.8 0.00279689719217743 1.34683339811106 16 0.266666666666667 1.74744345635086 1.67835720891102 4.36837850473365 0.0959164846051237
144.1 438 144 orthogroup 1 48 TNL T 2 0 0 none 0.0315646130728775 0.981060606060606 0.0315646130728775 -0.564684448682034 545 0.11281625207642 -1.51750549993739 -1.76981524396232 4.56803361557458 0.0312707735111506
145.1 1593 145 orthogroup 1 46 TNL TN 0 0 0 none 0.00217506071164608 0.927272727272727 0.00217506071164608 0.439611103426528 20 0.164029829982131 0.168699506000694 -0.101005154467557 0.649427687531451 0.606112339351401
14.6 2472 14 orthogroup 1 3 CNL CN 0 0 0 complex 0.00755959204067836 0.945454545454545 0.00755959204067837 -1.40812375391397 97 0.192325680086575 -1.49206287711166 -1.57504471312606 1.01014215805119 0.573870046568108
146.1 1638 146 orthogroup 1 46 TNL TN 0 0 0 none 0.00303939435591536 0.964669738863287 0.00303939435591536 -2.11767273826802 175 0.0483255876283146 -4.81140598217738 -5.37702627971812 -9.4019075860549 0.999973351608937
14.7 2616 14 orthogroup 1 4 CNL CN 0 0 0 complex 0.0044067350697185 0.892857142857143 0.0044067350697185 -0.540906525225186 7 0.141782583995819 -0.303020825887407 -0.426895100680356 -2.15997312329013 0.980948651343467
147.1 3492 147 orthogroup 1 42 TNL TN 0 33 0 none 0.00184162062615101 0.5 0.00184162062615101 -0.709896167879475 2 0.433012701892219 -0.151066890532825 -0.709896167879472 1.09861228866811 0.708333333333333
148.1 2373 148 orthogroup 1 44 TNL TNL 0 33 0 none 0.00420575865415723 0.833333333333333 0.00420575865415723 0.317985281779585 30 0.152072208292796 0.0747538712195355 -0.171359096629242 2.03185968228824 0.28949715114739
149.1 3156 149 orthogroup 1 48 TNL TNL 0 0 0 none 0.00911321416053277 0.911111111111111 0.00911321416053277 0.102476887184208 24 0.155778609920111 -0.165709294769951 -0.43025241798733 0.541804756703779 0.651988597924836
1.5 4899 1 orthogroup 1 11 TNL TNL 0 0 0 both 0.003763493236906 0.965217391304348 0.003763493236906 -1.70174050910107 80 0.0593478558869486 -3.10262782474471 -3.23103032063913 -9.09302541104554 0.999969696916307
150.1 705 150 orthogroup 1 47 TNL T 0 0 0 none 0.0018452616317385 0.666666666666667 0.0018452616317385 NA 7 0.471404520791032 NA NA 2.88417978764824 0.423529411764706
15.1 3729 15 orthogroup 1 10 NL N 0 0 0 both 0.0196400354568929 0.945724526369688 0.0196400354568929 -1.48023889972803 590 0.0926852865998645 -4.29002523351179 -5.10236587207971 12.8486275048756 9.35315692214893e-06
151.1 444 151 orthogroup 1 12 RNL R 0 0 0 both 0.00632446474961928 0.93918561607615 0.00632446474961928 -1.17488832034667 123 0.0686022213402292 -2.11881363410501 -2.22176833877506 -1.25538208232227 0.851569748288641
151.12 486 151 orthogroup 1 9 RNL R 0 0 0 both 0.00287713392669936 0.952659263588545 0.00287713392669936 -2.51583261462709 144 0.041641720856039 -3.57326790481567 -3.37484453841842 -5.76151307551484 0.998749061625686
15.2 3600 15 orthogroup 1 4 NL CN 0 0 0 both 0.00218295883746239 0.948780487804878 0.00218295883746239 -1.53021171872376 32 0.0589880059643817 -2.80087597200478 -2.9127644070844 -10.9908340865986 0.999996527666443
152.1 2595 152 orthogroup 1 35 CNL CNL 0 0 0 complex 0.000667470502110068 0.669117647058823 0.000667470502110068 -1.75274693530695 9 0.0749900316612983 -1.70911662455066 -1.55313782643162 -4.15507587189221 0.996767573817757
152.2 2628 152 orthogroup 1 7 CNL CNL 0 0 0 complex 0.00234057642816767 0.940909090909091 0.00234057642816767 -1.77132699741856 81 0.0566120428845452 -3.79978122361844 -4.14641519816033 -9.73654664852325 0.999982842062826
152.3 2568 152 orthogroup 1 4 CNL CNL 0 0 0 complex 0.00435227854582693 1 0.00435227854582693 -0.0110160016723176 26 0.168231070153983 0.480922328075654 -0.0110160016723173 0.73303332165605 1
15.3 3849 15 orthogroup 1 24 CNL CN 0 0 0 both 0.0311594202898551 1 0.0311594202898551 0.0856170649268754 247 0.151957597892673 0.396640451318962 0.260156871929953 1.12070952033295 1
153.1 3930 153 orthogroup 1 45 TNL TNL 0 40 0 none 0.0141016289812789 1 0.0141016289812789 -0.829040383859882 77 0.375527090322456 -0.197295842343764 -0.829040383859881 1.81625599573069 1
154.1 2805 154 orthogroup 1 42 TNL TNX 0 0 42 none 0.00582200744991443 0.899350649350649 0.00582200744991443 -1.58041812803337 125 0.072905261976178 -4.50640379408003 -5.25709031560419 1.06899561736231 0.360276283062151
15.5 3480 15 orthogroup 1 6 CNL CN 0 0 0 both 0.0273881398762238 0.952380952380952 0.0273881398762238 -0.59584948123456 235 0.126852921790391 -0.378151231849709 -0.595461041110492 3.91759638803866 0.211593421767322
155.1 4908 155 orthogroup 1 42 TNL TNL 0 0 0 none 0.0385898436048887 0.977777777777778 0.0385898436048888 -0.240341506340374 343 0.135187195531536 0.0331459355970277 -0.0532443112188388 2.96280964823172 0.315861610520266
15.6 4458 15 orthogroup 1 17 NL N 0 0 0 both 0.0287891342139039 1 0.0287891342139039 -0.0913433221586336 210 0.135495070900786 0.161349687088019 -0.034069490222361 1.29205642829071 1
156.1 2706 156 orthogroup 1 43 CNL CN 0 0 0 none 0.00848899924804302 0.809435707678076 0.00848899924804302 -1.3890314326957 156 0.0822937309587701 -3.67513279127391 -4.20771076609184 4.22804906675753 0.0310276559708325
15.7 3471 15 orthogroup 1 8 CNL CN 0 0 0 both 0.000175284837861525 0.274725274725275 0.000175284837861525 -1.67052613313736 3 0.185958325616825 -2.0643596305723 -2.09051351028601 -0.761105916978769 0.907887131532283
157.1 1140 157 orthogroup 1 40 TNL TN 0 0 0 none 0.00109471005691884 0.945061367621274 0.00109471005691884 -2.49083182261078 55 0.0517546642120922 -5.08710191039357 -5.44943030288036 -24.5898995318789 0.999999999997355
158.1 597 158 orthogroup 1 42 TNL T 0 0 0 none 0.00464523388805373 0.867340067340067 0.00464523388805373 -1.35774469368233 80 0.0871274957476315 -3.11769019817468 -3.46632464953373 1.16552598757639 0.345418321951904
159.1 3789 159 orthogroup 1 40 TNL TNL 0 0 0 none 0.00212964273120728 0.904371584699454 0.00212964273120728 -1.45261002373963 43 0.0576799156074468 -2.76618550250309 -2.91162962768001 -9.49061610750786 0.999978139528324
160.1 5403 160 orthogroup 1 39 TNL TNL 0 0 0 both 0.0046349520341338 0.919929865575687 0.0046349520341338 -2.64760769207812 276 0.0903092043770461 -6.04033743397387 -6.74272458302816 0.444653130042289 0.505082009590021
