179.3	PF00931	743	6	0.808	N
179.5	PF01582	533	3	0.563	T
180.1	PF00931	773	3	0.388	N
180.2	PF00931	773	12	1.552	N
181.3	PF00931	773	18	2.329	N
181.3	PF01582	533	12	2.251	T
181.4	PF01582	533	6	1.126	T
183.1	PF00931	755	3	0.397	N
183.1	PF01582	530	15	2.83	T
185.1	PF01582	368	12	3.261	T
187.1	PF00931	842	3	0.356	N
187.1	PF13855	152	3	1.974	L
190.1	PF00931	773	9	1.164	N
19.1	PF01582	973	21	2.158	T
195.1	Coil	71	3	4.225	C
198.1	Coil	104	6	5.769	C
201.1	PF01582	503	3	0.596	T
204.1	PF00931	728	3	0.412	N
205.1	PF02362	308	9	2.922	X
205.1	PF03634	299	6	2.007	X
211.1	PF01582	933	2	0.21	T
21.1	PF00931	1156	6	0.519	N
21.1	PF01582	793	27	3.405	T
212.4	PF00931	757	3	0.396	N
214.1	PF00931	767	3	0.391	N
214.1	PF01582	533	9	1.689	T
215.1	PF01582	997	21	2.106	T
216.3	PF00931	752	6	0.798	N
216.3	PF01582	521	3	0.576	T
221.2	PF00931	779	3	0.385	N
221.2	PF01582	533	3	0.563	T
22.1	PF00931	761	3	0.394	N
228.1	PF00931	503	5	0.994	N
230.1	PF00931	785	12	1.529	N
230.1	PF01582	1075	6	0.558	T
23.1	PF00931	767	27	3.52	N
23.1	PF07725	59	9	15.254	L
23.1	PF01582	471	33	7.006	T
233.1	PF01582	392	1	0.26	T
234.1	PF00931	695	6	0.863	N
237.1	PF00931	365	3	0.822	N
238.2	PF00931	734	3	0.409	N
239.1	PF01582	533	6	1.126	T
241.1	PF00931	761	12	1.577	N
241.1	PF01582	500	6	1.2	T
24.1	PF01582	910	6	0.659	T
246.1	PF01582	533	3	0.563	T
248.1	PF01582	488	3	0.615	T
252.1	PF00931	854	9	1.054	N
257.1	PF01582	533	9	1.689	T
258.1	PF00931	776	3	0.387	N
263.1	PF00931	872	1	0.11	N
268.1	Coil	104	3	2.885	C
273.1	PF00931	848	3	0.354	N
276.1	PF00931	770	3	0.39	N
276.1	PF07725	59	3	5.085	L
277.1	PF00931	770	3	0.39	N
281.1	PF00931	689	6	0.871	N
28.1	PF01582	533	3	0.563	T
285.1	PF01582	392	6	1.531	T
289.1	PF00931	908	3	0.33	N
306.1	PF00931	737	3	0.407	N
3.17	PF00931	848	3	0.354	N
326.1	PF00931	497	3	0.604	N
3.2	PF00931	851	1	0.12	N
33.1	PF00931	854	21	2.459	N
3.3	PF00931	848	6	0.708	N
3.3	PF13855	179	3	1.676	L
36.1	PF00931	755	9	1.192	N
36.1	PF01582	512	3	0.586	T
37.1	PF00931	773	3	0.388	N
37.1	PF01582	482	9	1.867	T
3.8	PF00931	848	6	0.708	N
39.1	PF00931	773	3	0.388	N
39.1	PF07725	59	3	5.085	L
39.1	PF01582	500	42	8.4	T
3.9	PF00931	848	3	0.354	N
3.9	PF13855	179	3	1.676	L
40.1	PF00931	764	12	1.571	N
40.1	PF01582	611	3	0.491	T
4.10	PF00931	704	6	0.852	N
4.11	PF01582	497	3	0.604	T
41.1	PF00931	626	3	0.479	N
41.1	PF00069	752	36	4.787	X
41.1	PF03106	230	6	2.609	X
4.13	PF01582	521	9	1.727	T
43.1	PF03106	173	9	5.202	X
4.3	PF00931	761	6	0.788	N
4.3	PF01582	338	3	0.888	T
46.1	PF01582	521	1	0.19	T
4.6	PF00931	769	3	0.39	N
4.6	PF01582	488	9	1.844	T
47.1	PF00931	665	3	0.451	N
48.1	PF00931	728	3	0.412	N
48.1	PF01582	458	3	0.655	T
4.8	PF00931	746	3	0.402	N
4.8	PF01582	497	6	1.207	T
49.1	Coil	104	3	2.885	C
49.1	PF04548	173	3	1.734	X
4.9	PF00931	776	2	0.26	N
50.1	PF00931	675	1	0.15	N
5.12	PF00931	779	12	1.54	N
5.12	PF07725	59	6	10.169	L
5.12	PF01582	578	12	2.076	T
5.1	PF01582	623	3	0.482	T
52.1	PF01582	991	3	0.303	T
5.2	PF00931	776	3	0.387	N
5.4	PF00931	770	6	0.779	N
5.4	PF01582	536	21	3.918	T
55.1	PF00931	551	3	0.544	N
57.1	PF01582	305	6	1.967	T
5.7	PF01582	311	3	0.965	T
6.6	PF00931	854	3	0.351	N
67.1	PF00931	632	3	0.475	N
68.1	PF00931	845	1	0.12	N
69.1	PF00931	794	3	0.378	N
69.1	PF07725	59	6	10.169	L
69.1	PF01582	527	24	4.554	T
70.1	PF01582	524	3	0.573	T
71.1	PF01582	530	9	1.698	T
73.1	PF00931	776	3	0.387	N
73.1	PF01582	506	3	0.593	T
7.3	PF13855	140	3	2.143	L
74.1	PF01582	533	6	1.126	T
7.5	Coil	107	1	0.93	C
7.6	PF00931	857	1	0.12	N
77.1	PF00931	731	15	2.052	N
77.1	PF01582	524	9	1.718	T
7.7	PF00931	854	3	0.351	N
78.1	PF00931	791	3	0.379	N
78.1	PF01582	500	15	3.0	T
7.8	PF00931	854	3	0.351	N
79.1	PF00931	764	3	0.393	N
79.1	PF01582	527	3	0.569	T
82.1	PF01582	512	3	0.586	T
8.2	PF00931	845	1	0.12	N
84.1	PF00931	704	6	0.852	N
84.1	PF01582	461	12	2.603	T
8.4	PF00931	839	3	0.358	N
8.5	PF00931	842	1	0.12	N
88.1	PF01582	491	9	1.833	T
89.1	PF00931	764	3	0.393	N
91.1	PF00931	812	15	1.847	N
91.1	PF01582	497	6	1.207	T
92.1	PF01582	527	12	2.277	T
9.3	PF00931	848	9	1.061	N
94.1	PF00931	716	1	0.14	N
96.1	PF01582	533	18	3.377	T
98.1	PF01582	500	24	4.8	T
